Date de début;Date de fin;Organisme;code zas;Zas;code site;nom site;type d'implantation;Polluant;type d'influence;Réglementaire;type d'évaluation;type de valeur;valeur;valeur brute;unité de mesure;taux de saisie;couverture temporelle;couverture de données;code qualité;validité;Latitude;Longitude
2023/03/17 00:00:00;2023/03/17 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;15.0;14.8791666667;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/03/18 00:00:00;2023/03/18 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;5.1;5.0833333333;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/03/19 00:00:00;2023/03/19 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;13.0;12.9416666667;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/03/20 00:00:00;2023/03/20 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;13.0;12.9136363636;µg-m3;92.0;100;92.0;A;1;48.799168;2.130556
2023/03/21 00:00:00;2023/03/21 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;9.3;9.3416666667;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/03/22 00:00:00;2023/03/22 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;5.1;5.0625;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/03/23 00:00:00;2023/03/23 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;4.4;4.3875;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/03/24 00:00:00;2023/03/24 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;5.2;5.15;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/03/25 00:00:00;2023/03/25 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;4.1;4.0833333333;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/03/26 00:00:00;2023/03/26 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;4.4;4.3583333333;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/03/27 00:00:00;2023/03/27 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;13.0;13.0333333333;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/03/28 00:00:00;2023/03/28 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;20.0;19.5208333333;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/03/29 00:00:00;2023/03/29 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;9.9;9.8583333333;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
